id,Category,Sub_Category,title/entity_name,questions,answers,additional_info/tags
976,Placements,Company Information,Josh Technology Group Package (2020-2021),"What was the package from Josh Technology Group in 2020-2021?
Tell me the salary Josh Technology Group offered.
Josh Technology Group ctc","In the 2020-2021 session, Josh Technology Group offered a package of 8.4 LPA.","placements, company, josh_technology_group, package, salary, ctc, 2020-2021"
977,Placements,Company Information,Josh Technology Group Visiting Date (2020-2021),"When did Josh Technology Group visit for placements in 2020-2021?
Josh Technology Group campus visit date?",Josh Technology Group visited for recruitments on 02-Sep-20 during the 2020-2021 session.,"placements, company, josh_technology_group, date, visit, schedule, 2020-2021"
978,Placements,Company Information,Josh Technology Group Eligible Branches (2020-2021),"Which branches were eligible for Josh Technology Group in 2020-2021?
Who could apply for Josh Technology Group?
Josh Technology Group eligibility","For the 2020-2021 placement drive, the eligible branches for Josh Technology Group were: CSE, IT, ECE.","placements, company, josh_technology_group, branches, eligibility, apply, 2020-2021"
979,Placements,Company Information,In Time Tec Package (2020-2021),"What was the package from In Time Tec in 2020-2021?
Tell me the salary In Time Tec offered.
In Time Tec ctc","In the 2020-2021 session, In Time Tec offered a package of 5.5 LPA.","placements, company, in_time_tec, package, salary, ctc, 2020-2021"
980,Placements,Company Information,In Time Tec Visiting Date (2020-2021),"When did In Time Tec visit for placements in 2020-2021?
In Time Tec campus visit date?",In Time Tec visited for recruitments on 3 & 10 Sep-20 during the 2020-2021 session.,"placements, company, in_time_tec, date, visit, schedule, 2020-2021"
981,Placements,Company Information,In Time Tec Eligible Branches (2020-2021),"Which branches were eligible for In Time Tec in 2020-2021?
Who could apply for In Time Tec?
In Time Tec eligibility","For the 2020-2021 placement drive, the eligible branches for In Time Tec were: CSE, IT, ECE, EE.","placements, company, in_time_tec, branches, eligibility, apply, 2020-2021"
982,Placements,Company Information,L & T Infotech Package (2020-2021),"What was the package from L & T Infotech in 2020-2021?
Tell me the salary L & T Infotech offered.
L & T Infotech ctc","In the 2020-2021 session, L & T Infotech offered a package of 5.0 LPA.","placements, company, l_&_t_infotech, package, salary, ctc, 2020-2021"
983,Placements,Company Information,L & T Infotech Visiting Date (2020-2021),"When did L & T Infotech visit for placements in 2020-2021?
L & T Infotech campus visit date?",L & T Infotech visited for recruitments on 07-Sep-20 during the 2020-2021 session.,"placements, company, l_&_t_infotech, date, visit, schedule, 2020-2021"
984,Placements,Company Information,L & T Infotech Eligible Branches (2020-2021),"Which branches were eligible for L & T Infotech in 2020-2021?
Who could apply for L & T Infotech?
L & T Infotech eligibility","For the 2020-2021 placement drive, the eligible branches for L & T Infotech were: CSE, IT, ECE, EE, ME, AE.","placements, company, l_&_t_infotech, branches, eligibility, apply, 2020-2021"
985,Placements,Company Information,RoboMQ Package (2020-2021),"What was the package from RoboMQ in 2020-2021?
Tell me the salary RoboMQ offered.
RoboMQ ctc","In the 2020-2021 session, RoboMQ offered a package of 4.5 LPA.","placements, company, robomq, package, salary, ctc, 2020-2021"
986,Placements,Company Information,RoboMQ Visiting Date (2020-2021),"When did RoboMQ visit for placements in 2020-2021?
RoboMQ campus visit date?",RoboMQ visited for recruitments on 12-Sep-20 during the 2020-2021 session.,"placements, company, robomq, date, visit, schedule, 2020-2021"
987,Placements,Company Information,RoboMQ Eligible Branches (2020-2021),"Which branches were eligible for RoboMQ in 2020-2021?
Who could apply for RoboMQ?
RoboMQ eligibility","For the 2020-2021 placement drive, the eligible branches for RoboMQ were: CSE, IT.","placements, company, robomq, branches, eligibility, apply, 2020-2021"
988,Placements,Company Information,Nagarro Package (2020-2021),"What was the package from Nagarro in 2020-2021?
Tell me the salary Nagarro offered.
Nagarro ctc","In the 2020-2021 session, Nagarro offered a package of 3.5 LPA.","placements, company, nagarro, package, salary, ctc, 2020-2021"
989,Placements,Company Information,Nagarro Visiting Date (2020-2021),"When did Nagarro visit for placements in 2020-2021?
Nagarro campus visit date?",Nagarro visited for recruitments on 17 & 23-Sep-20 during the 2020-2021 session.,"placements, company, nagarro, date, visit, schedule, 2020-2021"
990,Placements,Company Information,Nagarro Eligible Branches (2020-2021),"Which branches were eligible for Nagarro in 2020-2021?
Who could apply for Nagarro?
Nagarro eligibility","For the 2020-2021 placement drive, the eligible branches for Nagarro were: CSE, IT, ECE.","placements, company, nagarro, branches, eligibility, apply, 2020-2021"
991,Placements,Company Information,EMICON Package (2020-2021),"What was the package from EMICON in 2020-2021?
Tell me the salary EMICON offered.
EMICON ctc","In the 2020-2021 session, EMICON offered a package of 3.0 LPA.","placements, company, emicon, package, salary, ctc, 2020-2021"
992,Placements,Company Information,EMICON Visiting Date (2020-2021),"When did EMICON visit for placements in 2020-2021?
EMICON campus visit date?",EMICON visited for recruitments on 21 to 26-Sep-20 during the 2020-2021 session.,"placements, company, emicon, date, visit, schedule, 2020-2021"
993,Placements,Company Information,EMICON Eligible Branches (2020-2021),"Which branches were eligible for EMICON in 2020-2021?
Who could apply for EMICON?
EMICON eligibility","For the 2020-2021 placement drive, the eligible branches for EMICON were: CSE, IT.","placements, company, emicon, branches, eligibility, apply, 2020-2021"
994,Placements,Company Information,Extramark Package (2020-2021),"What was the package from Extramark in 2020-2021?
Tell me the salary Extramark offered.
Extramark ctc","In the 2020-2021 session, Extramark offered a package of 3.0 LPA.","placements, company, extramark, package, salary, ctc, 2020-2021"
995,Placements,Company Information,Extramark Visiting Date (2020-2021),"When did Extramark visit for placements in 2020-2021?
Extramark campus visit date?",Extramark visited for recruitments on 25 & 26 Sep-20 during the 2020-2021 session.,"placements, company, extramark, date, visit, schedule, 2020-2021"
996,Placements,Company Information,Extramark Eligible Branches (2020-2021),"Which branches were eligible for Extramark in 2020-2021?
Who could apply for Extramark?
Extramark eligibility","For the 2020-2021 placement drive, the eligible branches for Extramark were: CSE, IT, ECE, EE, ME, AE, MBA.","placements, company, extramark, branches, eligibility, apply, 2020-2021"
997,Placements,Company Information,Unthinkable Package (2020-2021),"What was the package from Unthinkable in 2020-2021?
Tell me the salary Unthinkable offered.
Unthinkable ctc","In the 2020-2021 session, Unthinkable offered a package of 5.0 LPA.","placements, company, unthinkable, package, salary, ctc, 2020-2021"
998,Placements,Company Information,Unthinkable Visiting Date (2020-2021),"When did Unthinkable visit for placements in 2020-2021?
Unthinkable campus visit date?",Unthinkable visited for recruitments on 29-Sep-20 during the 2020-2021 session.,"placements, company, unthinkable, date, visit, schedule, 2020-2021"
999,Placements,Company Information,Unthinkable Eligible Branches (2020-2021),"Which branches were eligible for Unthinkable in 2020-2021?
Who could apply for Unthinkable?
Unthinkable eligibility","For the 2020-2021 placement drive, the eligible branches for Unthinkable were: CSE, IT, ECE, EE, ME, AE.","placements, company, unthinkable, branches, eligibility, apply, 2020-2021"
1000,Placements,Company Information,TCS Package (2020-2021),"What was the package from TCS in 2020-2021?
Tell me the salary TCS offered.
TCS ctc","In the 2020-2021 session, TCS offered a package of 3.36 LPA.","placements, company, tcs, package, salary, ctc, 2020-2021"
1001,Placements,Company Information,TCS Visiting Date (2020-2021),"When did TCS visit for placements in 2020-2021?
TCS campus visit date?",TCS visited for recruitments on Sep-20 during the 2020-2021 session.,"placements, company, tcs, date, visit, schedule, 2020-2021"
1002,Placements,Company Information,TCS Eligible Branches (2020-2021),"Which branches were eligible for TCS in 2020-2021?
Who could apply for TCS?
TCS eligibility","For the 2020-2021 placement drive, the eligible branches for TCS were: CSE, IT, ECE, EE, ME, AE.","placements, company, tcs, branches, eligibility, apply, 2020-2021"
1003,Placements,Company Information,Appcino Package (2020-2021),"What was the package from Appcino in 2020-2021?
Tell me the salary Appcino offered.
Appcino ctc","In the 2020-2021 session, Appcino offered a package of 3.0 LPA.","placements, company, appcino, package, salary, ctc, 2020-2021"
1004,Placements,Company Information,Appcino Visiting Date (2020-2021),"When did Appcino visit for placements in 2020-2021?
Appcino campus visit date?",Appcino visited for recruitments on 10-Oct-20 during the 2020-2021 session.,"placements, company, appcino, date, visit, schedule, 2020-2021"
1005,Placements,Company Information,Appcino Eligible Branches (2020-2021),"Which branches were eligible for Appcino in 2020-2021?
Who could apply for Appcino?
Appcino eligibility","For the 2020-2021 placement drive, the eligible branches for Appcino were: CSE, IT.","placements, company, appcino, branches, eligibility, apply, 2020-2021"
1006,Placements,Company Information,Jaro Education Package (2020-2021),"What was the package from Jaro Education in 2020-2021?
Tell me the salary Jaro Education offered.
Jaro Education ctc","In the 2020-2021 session, Jaro Education offered a package of 6.6 LPA.","placements, company, jaro_education, package, salary, ctc, 2020-2021"
1007,Placements,Company Information,Jaro Education Visiting Date (2020-2021),"When did Jaro Education visit for placements in 2020-2021?
Jaro Education campus visit date?",Jaro Education visited for recruitments on 12-Oct-20 during the 2020-2021 session.,"placements, company, jaro_education, date, visit, schedule, 2020-2021"
1008,Placements,Company Information,Jaro Education Eligible Branches (2020-2021),"Which branches were eligible for Jaro Education in 2020-2021?
Who could apply for Jaro Education?
Jaro Education eligibility","For the 2020-2021 placement drive, the eligible branches for Jaro Education were: CSE, IT, ECE, EE, ME, AE, MBA.","placements, company, jaro_education, branches, eligibility, apply, 2020-2021"
1009,Placements,Company Information,AIMDEK Package (2020-2021),"What was the package from AIMDEK in 2020-2021?
Tell me the salary AIMDEK offered.
AIMDEK ctc","In the 2020-2021 session, AIMDEK offered a package of 3.0 LPA.","placements, company, aimdek, package, salary, ctc, 2020-2021"
1010,Placements,Company Information,AIMDEK Visiting Date (2020-2021),"When did AIMDEK visit for placements in 2020-2021?
AIMDEK campus visit date?",AIMDEK visited for recruitments on 13-Oct-20 during the 2020-2021 session.,"placements, company, aimdek, date, visit, schedule, 2020-2021"
